ride_id,travel_from,travel_to,car_type,max_capacity,Seats_Sold,Year,Month,Day,Weekday,Hour
8101,Rongo,Nairobi,Bus,49,7,2017,12,27,2,7
8102,Kijauri,Nairobi,Bus,49,1,2017,12,27,2,19
8103,Kijauri,Nairobi,Bus,49,2,2017,12,27,2,7
8105,Kisii,Nairobi,shuttle,11,10,2018,2,13,1,8
8106,Kisii,Nairobi,shuttle,11,9,2018,2,13,1,8
8109,Kisii,Nairobi,shuttle,11,11,2018,2,13,1,8
8112,Homa Bay,Nairobi,Bus,49,26,2017,12,28,3,7
8113,Migori,Nairobi,Bus,49,24,2017,12,28,3,7
8114,Migori,Nairobi,Bus,49,31,2017,12,28,3,7
8115,Migori,Nairobi,Bus,49,19,2017,12,28,3,7
8116,Keroka,Nairobi,Bus,49,2,2017,12,28,3,7
8117,Kisii,Nairobi,shuttle,11,9,2018,2,13,1,8
8118,Kisii,Nairobi,shuttle,11,11,2018,2,13,1,8
8119,Kisii,Nairobi,shuttle,11,10,2018,2,13,1,7
8120,Rongo,Nairobi,Bus,49,2,2017,12,28,3,7
8121,Kisii,Nairobi,shuttle,11,11,2018,2,13,1,7
8122,Kisii,Nairobi,shuttle,11,11,2018,2,13,1,7
8123,Kisii,Nairobi,shuttle,11,10,2018,2,13,1,7
8124,Kisii,Nairobi,shuttle,11,12,2018,2,13,1,7
8125,Kisii,Nairobi,shuttle,11,7,2018,2,13,1,7
8126,Kisii,Nairobi,shuttle,11,10,2018,2,13,1,6
8127,Kisii,Nairobi,shuttle,11,9,2018,2,13,1,6
8128,Kisii,Nairobi,shuttle,11,9,2018,2,13,1,6
8129,Kisii,Nairobi,shuttle,11,11,2018,2,13,1,6
8130,Rongo,Nairobi,Bus,49,1,2017,12,28,3,7
8131,Kisii,Nairobi,shuttle,11,1,2018,2,13,1,6
8132,Kisii,Nairobi,shuttle,11,6,2018,2,13,1,6
8133,Kijauri,Nairobi,Bus,49,1,2017,12,28,3,19
8136,Homa Bay,Nairobi,Bus,49,33,2017,12,28,3,7
8137,Homa Bay,Nairobi,Bus,49,2,2017,12,28,3,7
8138,Migori,Nairobi,Bus,49,3,2017,12,28,3,7
8148,Migori,Nairobi,Bus,49,18,2017,12,29,4,7
8149,Migori,Nairobi,Bus,49,26,2017,12,29,4,7
8150,Rongo,Nairobi,Bus,49,2,2017,12,29,4,7
8151,Homa Bay,Nairobi,Bus,49,22,2017,12,29,4,7
8153,Kisii,Nairobi,Bus,49,9,2018,2,12,0,7
8154,Kisii,Nairobi,shuttle,11,9,2018,2,12,0,10
8155,Kisii,Nairobi,shuttle,11,6,2018,2,12,0,10
8156,Kisii,Nairobi,shuttle,11,4,2018,2,12,0,10
8157,Kisii,Nairobi,shuttle,11,11,2018,2,12,0,10
8158,Kisii,Nairobi,shuttle,11,7,2018,2,12,0,10
8159,Kisii,Nairobi,shuttle,11,10,2018,2,12,0,10
8160,Kisii,Nairobi,shuttle,11,10,2018,2,12,0,10
8161,Kisii,Nairobi,shuttle,11,10,2018,2,12,0,9
8162,Kisii,Nairobi,shuttle,11,6,2018,2,12,0,9
8163,Kisii,Nairobi,shuttle,11,11,2018,2,12,0,9
8164,Kisii,Nairobi,shuttle,11,7,2018,2,12,0,9
8165,Migori,Nairobi,Bus,49,26,2017,12,29,4,7
8166,Rongo,Nairobi,Bus,49,2,2017,12,29,4,7
8167,Kisii,Nairobi,shuttle,11,7,2018,2,12,0,9
8168,Kisii,Nairobi,shuttle,11,11,2018,2,12,0,9
8169,Kisii,Nairobi,shuttle,11,10,2018,2,12,0,8
8170,Kisii,Nairobi,shuttle,11,8,2018,2,12,0,8
8171,Kisii,Nairobi,shuttle,11,7,2018,2,12,0,8
8172,Rongo,Nairobi,Bus,49,1,2017,12,29,4,7
8173,Kisii,Nairobi,shuttle,11,11,2018,2,12,0,8
8174,Kisii,Nairobi,shuttle,11,11,2018,2,12,0,8
8175,Homa Bay,Nairobi,Bus,49,27,2017,12,29,4,7
8176,Kijauri,Nairobi,Bus,49,1,2017,12,29,4,7
8177,Keumbu,Nairobi,shuttle,11,1,2017,12,29,4,5
8178,Keroka,Nairobi,Bus,49,1,2017,12,29,4,7
8180,Migori,Nairobi,Bus,49,1,2017,12,29,4,7
8187,Kisii,Nairobi,shuttle,11,10,2018,2,12,0,8
8188,Kijauri,Nairobi,Bus,49,1,2017,12,29,4,7
8189,Homa Bay,Nairobi,Bus,49,30,2017,12,30,5,7
8190,Migori,Nairobi,Bus,49,24,2017,12,30,5,7
8191,Migori,Nairobi,Bus,49,17,2017,12,30,5,7
8192,Kijauri,Nairobi,shuttle,11,1,2017,12,30,5,10
8193,Migori,Nairobi,Bus,49,11,2017,12,30,5,7
8194,Migori,Nairobi,Bus,49,1,2017,12,30,5,7
8195,Rongo,Nairobi,Bus,49,4,2017,12,30,5,7
8196,Migori,Nairobi,Bus,49,26,2017,12,30,5,7
8197,Kijauri,Nairobi,Bus,49,5,2017,12,30,5,7
8198,Kijauri,Nairobi,Bus,49,4,2017,12,30,5,7
8199,Kijauri,Nairobi,shuttle,11,1,2017,12,30,5,6
8200,Rongo,Nairobi,Bus,49,4,2017,12,30,5,7
8201,Rongo,Nairobi,Bus,49,1,2017,12,30,5,7
8202,Homa Bay,Nairobi,Bus,49,31,2017,12,30,5,7
8203,Kijauri,Nairobi,shuttle,11,3,2017,12,30,5,6
8204,Kisii,Nairobi,shuttle,11,5,2018,2,12,0,7
8206,Kisii,Nairobi,Bus,49,13,2018,2,12,0,7
8210,Kijauri,Nairobi,shuttle,11,1,2017,12,30,5,5
8211,Rongo,Nairobi,Bus,49,11,2017,12,31,6,7
8212,Migori,Nairobi,Bus,49,7,2017,12,31,6,7
8213,Migori,Nairobi,Bus,49,9,2017,12,31,6,7
8214,Migori,Nairobi,Bus,49,7,2017,12,31,6,7
8215,Homa Bay,Nairobi,Bus,49,9,2017,12,31,6,7
8216,Migori,Nairobi,Bus,49,11,2017,12,31,6,7
8217,Kisii,Nairobi,shuttle,11,9,2018,2,12,0,7
8218,Kisii,Nairobi,shuttle,11,9,2018,2,12,0,7
8219,Keroka,Nairobi,Bus,49,2,2017,12,31,6,7
8220,Migori,Nairobi,Bus,49,26,2017,12,31,6,7
8221,Rongo,Nairobi,Bus,49,4,2017,12,31,6,7
8222,Kijauri,Nairobi,shuttle,11,1,2017,12,31,6,5
8223,Rongo,Nairobi,Bus,49,2,2017,12,31,6,7
8224,Homa Bay,Nairobi,Bus,49,32,2017,12,31,6,7
8225,Rongo,Nairobi,Bus,49,3,2017,12,31,6,7
8230,Kisii,Nairobi,shuttle,11,7,2018,2,12,0,7
8232,Migori,Nairobi,Bus,49,2,2018,1,1,0,7
8233,Migori,Nairobi,Bus,49,2,2018,1,1,0,7
8234,Migori,Nairobi,Bus,49,6,2018,1,1,0,7
8235,Rongo,Nairobi,Bus,49,5,2018,1,1,0,7
8236,Rongo,Nairobi,Bus,49,1,2018,1,1,0,7
8237,Rongo,Nairobi,Bus,49,4,2018,1,1,0,7
8238,Homa Bay,Nairobi,Bus,49,23,2018,1,1,0,7
8239,Keroka,Nairobi,shuttle,11,1,2018,1,1,0,6
8240,Homa Bay,Nairobi,Bus,49,5,2018,1,1,0,7
8243,Kisii,Nairobi,shuttle,11,6,2018,2,12,0,7
8244,Kisii,Nairobi,shuttle,11,8,2018,2,12,0,7
8245,Migori,Nairobi,Bus,49,10,2018,1,2,1,7
8246,Migori,Nairobi,Bus,49,4,2018,1,2,1,7
8247,Migori,Nairobi,Bus,49,3,2018,1,2,1,7
8248,Homa Bay,Nairobi,Bus,49,10,2018,1,2,1,7
8249,Homa Bay,Nairobi,Bus,49,2,2018,1,2,1,7
8252,Kisii,Nairobi,shuttle,11,1,2018,2,12,0,5
8254,Kisii,Nairobi,shuttle,11,1,2018,2,12,0,5
8259,Migori,Nairobi,Bus,49,4,2018,1,3,2,7
8261,Migori,Nairobi,Bus,49,12,2018,1,3,2,7
8264,Kisii,Nairobi,Bus,49,8,2018,2,11,6,7
8265,Rongo,Nairobi,Bus,49,3,2018,1,3,2,7
8266,Rongo,Nairobi,Bus,49,7,2018,1,3,2,7
8267,Kisii,Nairobi,shuttle,11,1,2018,2,11,6,6
8268,Kisii,Nairobi,shuttle,11,9,2018,2,11,6,6
8269,Kisii,Nairobi,shuttle,11,3,2018,2,11,6,11
8270,Kisii,Nairobi,shuttle,11,8,2018,2,11,6,11
8271,Kisii,Nairobi,shuttle,11,10,2018,2,11,6,11
8272,Kisii,Nairobi,shuttle,11,8,2018,2,11,6,11
8273,Kisii,Nairobi,shuttle,11,8,2018,2,11,6,11
8274,Kisii,Nairobi,shuttle,11,9,2018,2,11,6,11
8275,Kisii,Nairobi,shuttle,11,10,2018,2,11,6,11
8276,Kisii,Nairobi,shuttle,11,9,2018,2,11,6,10
8277,Rongo,Nairobi,Bus,49,2,2018,1,3,2,7
8278,Kisii,Nairobi,shuttle,11,11,2018,2,11,6,10
8279,Kisii,Nairobi,shuttle,11,7,2018,2,11,6,10
8280,Homa Bay,Nairobi,Bus,49,26,2018,1,3,2,7
8281,Rongo,Nairobi,Bus,49,2,2018,1,3,2,7
8286,Kisii,Nairobi,shuttle,11,11,2018,2,11,6,10
8287,Kisii,Nairobi,shuttle,11,11,2018,2,11,6,10
8288,Kisii,Nairobi,shuttle,11,3,2018,2,11,6,10
8289,Kisii,Nairobi,Bus,49,23,2018,2,11,6,19
8290,Kisii,Nairobi,shuttle,11,2,2018,2,11,6,10
8291,Kisii,Nairobi,shuttle,11,1,2018,2,11,6,10
8292,Kisii,Nairobi,shuttle,11,3,2018,2,11,6,10
8293,Migori,Nairobi,Bus,49,14,2018,1,4,3,7
8294,Migori,Nairobi,Bus,49,11,2018,1,4,3,7
8295,Rongo,Nairobi,Bus,49,3,2018,1,4,3,7
8296,Kisii,Nairobi,shuttle,11,4,2018,2,11,6,10
8297,Kisii,Nairobi,shuttle,11,5,2018,2,11,6,10
8298,Kisii,Nairobi,shuttle,11,5,2018,2,11,6,10
8299,Kisii,Nairobi,shuttle,11,4,2018,2,11,6,10
8300,Kisii,Nairobi,shuttle,11,7,2018,2,11,6,9
8301,Kisii,Nairobi,shuttle,11,11,2018,2,11,6,9
8302,Kisii,Nairobi,shuttle,11,6,2018,2,11,6,9
8303,Kijauri,Nairobi,shuttle,11,1,2018,1,4,3,9
8304,Rongo,Nairobi,Bus,49,3,2018,1,4,3,7
8305,Rongo,Nairobi,Bus,49,3,2018,1,4,3,7
8306,Homa Bay,Nairobi,Bus,49,30,2018,1,4,3,7
8307,Migori,Nairobi,Bus,49,1,2018,1,4,3,7
8308,Migori,Nairobi,Bus,49,3,2018,1,4,3,7
8309,Migori,Nairobi,Bus,49,1,2018,1,4,3,7
8312,Kisii,Nairobi,shuttle,11,7,2018,2,11,6,9
8313,Kisii,Nairobi,shuttle,11,4,2018,2,11,6,9
8315,Kisii,Nairobi,shuttle,11,8,2018,2,11,6,9
8316,Kisii,Nairobi,shuttle,11,9,2018,2,11,6,8
8317,Kisii,Nairobi,shuttle,11,8,2018,2,11,6,8
8318,Kisii,Nairobi,shuttle,11,10,2018,2,11,6,8
8319,Migori,Nairobi,Bus,49,13,2018,1,5,4,7
8320,Kisii,Nairobi,shuttle,11,7,2018,2,11,6,8
8321,Kisii,Nairobi,Bus,49,11,2018,2,11,6,7
8322,Rongo,Nairobi,Bus,49,6,2018,1,5,4,7
8323,Migori,Nairobi,Bus,49,8,2018,1,5,4,7
8324,Homa Bay,Nairobi,Bus,49,30,2018,1,5,4,7
8325,Kisii,Nairobi,shuttle,11,9,2018,2,11,6,8
8326,Rongo,Nairobi,Bus,49,1,2018,1,5,4,7
8327,Rongo,Nairobi,Bus,49,3,2018,1,5,4,7
8328,Rongo,Nairobi,Bus,49,2,2018,1,5,4,7
8329,Rongo,Nairobi,Bus,49,1,2018,1,5,4,7
8334,Kisii,Nairobi,shuttle,11,10,2018,2,11,6,8
8335,Kisii,Nairobi,Bus,49,10,2018,2,11,6,19
8336,Kisii,Nairobi,shuttle,11,4,2018,2,11,6,7
8337,Kisii,Nairobi,shuttle,11,9,2018,2,11,6,7
8338,Kisii,Nairobi,shuttle,11,9,2018,2,11,6,7
8339,Kisii,Nairobi,Bus,49,1,2018,2,11,6,7
8340,Sirare,Nairobi,Bus,49,48,2018,1,6,5,7
8341,Migori,Nairobi,Bus,49,16,2018,1,6,5,7
8342,Rongo,Nairobi,Bus,49,2,2018,1,6,5,7
8343,Migori,Nairobi,Bus,49,9,2018,1,6,5,7
8344,Homa Bay,Nairobi,Bus,49,19,2018,1,6,5,7
8345,Rongo,Nairobi,Bus,49,4,2018,1,6,5,7
8346,Rongo,Nairobi,Bus,49,2,2018,1,6,5,7
8347,Kijauri,Nairobi,Bus,49,1,2018,1,6,5,7
8348,Rongo,Nairobi,Bus,49,6,2018,1,6,5,7
8349,Kisii,Nairobi,shuttle,11,1,2018,2,11,6,5
8351,Rongo,Nairobi,Bus,49,2,2018,1,6,5,7
8358,Kisii,Nairobi,Bus,49,3,2018,2,10,5,7
8359,Kisii,Nairobi,shuttle,11,1,2018,2,10,5,5
8360,Kisii,Nairobi,shuttle,11,1,2018,2,10,5,5
8361,Kisii,Nairobi,shuttle,11,1,2018,2,10,5,5
8369,Kisii,Nairobi,Bus,49,23,2018,2,9,4,7
8370,Keroka,Nairobi,Bus,49,1,2018,1,7,6,7
8371,Nyachenge,Nairobi,Bus,49,2,2018,1,7,6,7
8372,Kehancha,Nairobi,Bus,49,11,2018,1,7,6,7
8373,Homa Bay,Nairobi,Bus,49,33,2018,1,7,6,7
8374,Kisii,Nairobi,shuttle,11,11,2018,2,9,4,9
8375,Kisii,Nairobi,Bus,49,2,2018,2,9,4,7
8376,Kisii,Nairobi,shuttle,11,9,2018,2,9,4,10
8377,Kisii,Nairobi,shuttle,11,11,2018,2,9,4,10
8378,Migori,Nairobi,Bus,49,4,2018,1,7,6,7
8379,Migori,Nairobi,Bus,49,12,2018,1,7,6,7
8380,Awendo,Nairobi,Bus,49,1,2018,1,7,6,7
8381,Awendo,Nairobi,Bus,49,7,2018,1,7,6,7
8382,Sirare,Nairobi,Bus,49,15,2018,1,7,6,7
8383,Rongo,Nairobi,Bus,49,4,2018,1,7,6,7
8384,Rongo,Nairobi,Bus,49,6,2018,1,7,6,7
8385,Rongo,Nairobi,Bus,49,2,2018,1,7,6,7
8386,Rongo,Nairobi,Bus,49,1,2018,1,7,6,7
8391,Kisii,Nairobi,shuttle,11,10,2018,2,9,4,10
8392,Kisii,Nairobi,shuttle,11,10,2018,2,9,4,10
8393,Kisii,Nairobi,shuttle,11,10,2018,2,9,4,10
8394,Kisii,Nairobi,shuttle,11,11,2018,2,9,4,10
8395,Kisii,Nairobi,shuttle,11,10,2018,2,9,4,10
8396,Kisii,Nairobi,shuttle,11,10,2018,2,9,4,10
8397,Awendo,Nairobi,Bus,49,5,2018,1,8,0,7
8398,Kehancha,Nairobi,Bus,49,4,2018,1,8,0,7
8399,Kisii,Nairobi,shuttle,11,10,2018,2,9,4,10
8400,Sirare,Nairobi,Bus,49,42,2018,1,8,0,7
8401,Kisii,Nairobi,shuttle,11,10,2018,2,9,4,10
8402,Kisii,Nairobi,shuttle,11,6,2018,2,9,4,10
8403,Kisii,Nairobi,Bus,49,4,2018,2,9,4,7
8404,Rongo,Nairobi,Bus,49,7,2018,1,8,0,7
8405,Homa Bay,Nairobi,Bus,49,31,2018,1,8,0,7
8406,Migori,Nairobi,Bus,49,28,2018,1,8,0,7
8407,Kisii,Nairobi,shuttle,11,10,2018,2,9,4,10
8408,Nyachenge,Nairobi,Bus,49,4,2018,1,8,0,7
8409,Awendo,Nairobi,Bus,49,3,2018,1,8,0,7
8410,Rongo,Nairobi,Bus,49,4,2018,1,8,0,7
8411,Migori,Nairobi,Bus,49,6,2018,1,8,0,7
8412,Rongo,Nairobi,Bus,49,2,2018,1,8,0,7
8413,Rongo,Nairobi,Bus,49,2,2018,1,8,0,7
8418,Kisii,Nairobi,shuttle,11,9,2018,2,9,4,9
8419,Kisii,Nairobi,shuttle,11,9,2018,2,9,4,9
8420,Kisii,Nairobi,shuttle,11,9,2018,2,9,4,9
8421,Kisii,Nairobi,shuttle,11,9,2018,2,9,4,9
8422,Kisii,Nairobi,shuttle,11,10,2018,2,9,4,9
8423,Kisii,Nairobi,shuttle,11,11,2018,2,9,4,8
8424,Migori,Nairobi,Bus,49,15,2018,1,9,1,7
8425,Kisii,Nairobi,shuttle,11,11,2018,2,9,4,8
8426,Kisii,Nairobi,Bus,49,1,2018,2,9,4,7
8427,Kisii,Nairobi,shuttle,11,11,2018,2,9,4,8
8428,Kisii,Nairobi,shuttle,11,10,2018,2,9,4,8
8429,Kisii,Nairobi,shuttle,11,11,2018,2,9,4,8
8430,Kisii,Nairobi,shuttle,11,9,2018,2,9,4,8
8431,Kisii,Nairobi,shuttle,11,11,2018,2,9,4,7
8432,Kisii,Nairobi,shuttle,11,10,2018,2,9,4,7
8433,Kisii,Nairobi,shuttle,11,9,2018,2,9,4,7
8434,Kisii,Nairobi,Bus,49,13,2018,2,9,4,19
8435,Kisii,Nairobi,shuttle,11,5,2018,2,9,4,7
8436,Kisii,Nairobi,shuttle,11,10,2018,2,9,4,7
8437,Rongo,Nairobi,Bus,49,3,2018,1,9,1,7
8438,Kisii,Nairobi,shuttle,11,9,2018,2,9,4,7
8439,Kisii,Nairobi,Bus,49,9,2018,2,9,4,19
8440,Rongo,Nairobi,Bus,49,2,2018,1,9,1,7
8441,Kisii,Nairobi,shuttle,11,10,2018,2,9,4,6
8442,Kisii,Nairobi,shuttle,11,8,2018,2,9,4,6
8443,Kisii,Nairobi,shuttle,11,6,2018,2,9,4,6
8444,Kisii,Nairobi,Bus,49,12,2018,2,9,4,7
8445,Kisii,Nairobi,shuttle,11,1,2018,2,9,4,5
8446,Kisii,Nairobi,shuttle,11,1,2018,2,9,4,5
8449,Awendo,Nairobi,Bus,49,1,2018,1,9,1,7
8451,Homa Bay,Nairobi,Bus,49,30,2018,1,9,1,7
8452,Kehancha,Nairobi,Bus,49,1,2018,1,9,1,7
8453,Kehancha,Nairobi,Bus,49,12,2018,1,9,1,7
8454,Sirare,Nairobi,Bus,49,50,2018,1,9,1,7
8455,Awendo,Nairobi,Bus,49,11,2018,1,9,1,7
8456,Nyachenge,Nairobi,Bus,49,2,2018,1,9,1,7
8457,Rongo,Nairobi,Bus,49,2,2018,1,9,1,7
8458,Migori,Nairobi,Bus,49,7,2018,1,9,1,7
8468,Kisii,Nairobi,Bus,49,24,2018,2,8,3,7
8469,Kisii,Nairobi,Bus,49,2,2018,2,8,3,7
8470,Kisii,Nairobi,shuttle,11,1,2018,2,8,3,10
8471,Kisii,Nairobi,shuttle,11,11,2018,2,8,3,10
8472,Kisii,Nairobi,Bus,49,20,2018,2,8,3,7
8473,Kisii,Nairobi,shuttle,11,11,2018,2,8,3,10
8474,Kisii,Nairobi,shuttle,11,10,2018,2,8,3,10
8475,Migori,Nairobi,Bus,49,10,2018,1,10,2,7
8476,Kisii,Nairobi,shuttle,11,10,2018,2,8,3,9
8477,Kisii,Nairobi,shuttle,11,8,2018,2,8,3,9
8478,Kisii,Nairobi,shuttle,11,11,2018,2,8,3,9
8479,Kisii,Nairobi,shuttle,11,6,2018,2,8,3,9
8480,Kisii,Nairobi,shuttle,11,11,2018,2,8,3,8
8481,Kisii,Nairobi,shuttle,11,2,2018,2,8,3,9
8482,Kisii,Nairobi,shuttle,11,11,2018,2,8,3,8
8483,Kisii,Nairobi,shuttle,11,3,2018,2,8,3,8
8484,Keroka,Nairobi,Bus,49,1,2018,1,10,2,7
8485,Kisii,Nairobi,shuttle,11,9,2018,2,8,3,8
8486,Kisii,Nairobi,shuttle,11,11,2018,2,8,3,8
8487,Kisii,Nairobi,shuttle,11,9,2018,2,8,3,8
8488,Kisii,Nairobi,shuttle,11,11,2018,2,8,3,7
8489,Kisii,Nairobi,shuttle,11,9,2018,2,8,3,7
8490,Kisii,Nairobi,Bus,49,2,2018,2,8,3,19
8491,Kisii,Nairobi,Bus,49,1,2018,2,8,3,7
8492,Awendo,Nairobi,Bus,49,9,2018,1,10,2,7
8493,Rongo,Nairobi,Bus,49,2,2018,1,10,2,7
8494,Kisii,Nairobi,Bus,49,1,2018,2,8,3,19
8495,Awendo,Nairobi,Bus,49,4,2018,1,10,2,7
8496,Homa Bay,Nairobi,Bus,49,34,2018,1,10,2,7
8497,Kehancha,Nairobi,Bus,49,15,2018,1,10,2,7
8498,Sirare,Nairobi,Bus,49,46,2018,1,10,2,7
8499,Rongo,Nairobi,Bus,49,1,2018,1,10,2,7
8500,Rongo,Nairobi,Bus,49,14,2018,1,10,2,7
8501,Nyachenge,Nairobi,Bus,49,1,2018,1,10,2,7
8502,Migori,Nairobi,Bus,49,10,2018,1,10,2,7
8504,Kisii,Nairobi,shuttle,11,11,2018,2,8,3,7
8508,Kisii,Nairobi,shuttle,11,10,2018,2,8,3,7
8510,Awendo,Nairobi,Bus,49,3,2018,1,10,2,7
8511,Kisii,Nairobi,shuttle,11,9,2018,2,8,3,7
8512,Kisii,Nairobi,Bus,49,1,2018,2,8,3,7
8513,Kisii,Nairobi,shuttle,11,9,2018,2,8,3,7
8514,Kisii,Nairobi,shuttle,11,8,2018,2,8,3,6
8515,Kisii,Nairobi,shuttle,11,1,2018,2,8,3,6
8516,Kisii,Nairobi,shuttle,11,1,2018,2,8,3,5
8519,Homa Bay,Nairobi,Bus,49,1,2018,1,11,3,7
8524,Kisii,Nairobi,Bus,49,1,2018,2,7,2,7
8525,Kisii,Nairobi,Bus,49,25,2018,2,7,2,7
8526,Kisii,Nairobi,shuttle,11,9,2018,2,7,2,9
8527,Kisii,Nairobi,shuttle,11,1,2018,2,7,2,9
8528,Kisii,Nairobi,shuttle,11,12,2018,2,7,2,9
8529,Migori,Nairobi,Bus,49,25,2018,1,11,3,7
8530,Kisii,Nairobi,shuttle,11,10,2018,2,7,2,9
8531,Keroka,Nairobi,Bus,49,1,2018,1,11,3,7
8532,Kisii,Nairobi,shuttle,11,8,2018,2,7,2,9
8533,Kisii,Nairobi,shuttle,11,11,2018,2,7,2,9
8534,Kisii,Nairobi,shuttle,11,4,2018,2,7,2,8
8535,Kisii,Nairobi,shuttle,11,1,2018,2,7,2,8
8536,Kisii,Nairobi,shuttle,11,8,2018,2,7,2,8
8537,Kisii,Nairobi,shuttle,11,10,2018,2,7,2,8
8538,Kisii,Nairobi,shuttle,11,10,2018,2,7,2,8
8539,Kijauri,Nairobi,Bus,49,1,2018,1,11,3,7
8540,Rongo,Nairobi,Bus,49,8,2018,1,11,3,7
8541,Homa Bay,Nairobi,Bus,49,30,2018,1,11,3,7
8542,Rongo,Nairobi,Bus,49,7,2018,1,11,3,7
8543,Kisii,Nairobi,Bus,49,23,2018,2,7,2,19
8544,Kehancha,Nairobi,Bus,49,19,2018,1,11,3,7
8545,Sirare,Nairobi,Bus,49,48,2018,1,11,3,7
8546,Kisii,Nairobi,shuttle,11,10,2018,2,7,2,8
8547,Awendo,Nairobi,Bus,49,12,2018,1,11,3,7
8548,Awendo,Nairobi,Bus,49,3,2018,1,11,3,7
8549,Migori,Nairobi,Bus,49,1,2018,1,11,3,7
8553,Kisii,Nairobi,shuttle,11,7,2018,2,7,2,7
8554,Kisii,Nairobi,shuttle,11,7,2018,2,7,2,7
8555,Kisii,Nairobi,Bus,49,9,2018,2,7,2,19
8556,Kisii,Nairobi,shuttle,11,9,2018,2,7,2,7
8557,Kisii,Nairobi,shuttle,11,8,2018,2,7,2,7
8558,Kisii,Nairobi,Bus,49,14,2018,2,7,2,7
8559,Kisii,Nairobi,shuttle,11,8,2018,2,7,2,7
8560,Kisii,Nairobi,shuttle,11,10,2018,2,7,2,6
8561,Kisii,Nairobi,shuttle,11,5,2018,2,7,2,6
8562,Kisii,Nairobi,shuttle,11,1,2018,2,7,2,5
8563,Kisii,Nairobi,shuttle,11,1,2018,2,7,2,5
8564,Kisii,Nairobi,shuttle,11,1,2018,2,7,2,6
8570,Kisii,Nairobi,Bus,49,12,2018,2,6,1,7
8571,Kisii,Nairobi,shuttle,11,4,2018,2,6,1,9
8574,Kisii,Nairobi,Bus,49,2,2018,2,6,1,7
8575,Migori,Nairobi,Bus,49,25,2018,1,12,4,7
8576,Kisii,Nairobi,shuttle,11,9,2018,2,6,1,9
8577,Kisii,Nairobi,shuttle,11,11,2018,2,6,1,9
8578,Kisii,Nairobi,shuttle,11,5,2018,2,6,1,9
8579,Kisii,Nairobi,shuttle,11,8,2018,2,6,1,9
8580,Kisii,Nairobi,shuttle,11,7,2018,2,6,1,8
8581,Kisii,Nairobi,shuttle,11,11,2018,2,6,1,8
8582,Kisii,Nairobi,shuttle,11,11,2018,2,6,1,8
8583,Kisii,Nairobi,shuttle,11,10,2018,2,6,1,8
8584,Rongo,Nairobi,Bus,49,9,2018,1,12,4,7
8585,Kisii,Nairobi,shuttle,11,11,2018,2,6,1,8
8586,Kisii,Nairobi,shuttle,11,10,2018,2,6,1,8
8587,Kisii,Nairobi,shuttle,11,10,2018,2,6,1,7
8588,Kisii,Nairobi,shuttle,11,11,2018,2,6,1,7
8589,Kisii,Nairobi,shuttle,11,11,2018,2,6,1,7
8590,Kisii,Nairobi,Bus,49,3,2018,2,6,1,7
8591,Kisii,Nairobi,Bus,49,5,2018,2,6,1,19
8592,Kisii,Nairobi,shuttle,11,11,2018,2,6,1,7
8593,Kisii,Nairobi,shuttle,11,11,2018,2,6,1,7
8594,Kisii,Nairobi,shuttle,11,10,2018,2,6,1,7
8595,Kisii,Nairobi,shuttle,11,9,2018,2,6,1,6
8596,Homa Bay,Nairobi,Bus,49,33,2018,1,12,4,7
8597,Kijauri,Nairobi,Bus,49,1,2018,1,12,4,7
8598,Sirare,Nairobi,Bus,49,47,2018,1,12,4,7
8599,Kehancha,Nairobi,Bus,49,16,2018,1,12,4,7
8600,Rongo,Nairobi,Bus,49,2,2018,1,12,4,7
8601,Rongo,Nairobi,Bus,49,6,2018,1,12,4,7
8602,Awendo,Nairobi,Bus,49,11,2018,1,12,4,7
8603,Nyachenge,Nairobi,Bus,49,1,2018,1,12,4,7
8604,Migori,Nairobi,Bus,49,1,2018,1,12,4,7
8605,Kisii,Nairobi,shuttle,11,11,2018,2,6,1,6
8612,Kisii,Nairobi,shuttle,11,5,2018,2,6,1,6
8613,Kisii,Nairobi,shuttle,11,1,2018,2,6,1,5
8614,Kisii,Nairobi,shuttle,11,2,2018,2,6,1,5
8617,Kijauri,Nairobi,shuttle,11,1,2018,1,13,5,5
8618,Migori,Nairobi,Bus,49,18,2018,1,13,5,7
8619,Rongo,Nairobi,Bus,49,7,2018,1,13,5,7
8620,Kijauri,Nairobi,Bus,49,1,2018,1,13,5,7
8621,Homa Bay,Nairobi,Bus,49,31,2018,1,13,5,7
8622,Sirare,Nairobi,Bus,49,47,2018,1,13,5,7
8623,Nyachenge,Nairobi,Bus,49,1,2018,1,13,5,7
8624,Rongo,Nairobi,Bus,49,1,2018,1,13,5,7
8625,Rongo,Nairobi,Bus,49,10,2018,1,13,5,7
8626,Kehancha,Nairobi,Bus,49,1,2018,1,13,5,7
8627,Awendo,Nairobi,Bus,49,20,2018,1,13,5,7
8628,Awendo,Nairobi,Bus,49,2,2018,1,13,5,7
8637,Kisii,Nairobi,Bus,49,19,2018,2,5,0,7
8638,Kisii,Nairobi,shuttle,11,3,2018,2,5,0,5
8639,Kisii,Nairobi,Bus,49,1,2018,2,5,0,7
8640,Kisii,Nairobi,shuttle,11,10,2018,2,5,0,10
8641,Migori,Nairobi,Bus,49,30,2018,1,14,6,7
8642,Kisii,Nairobi,shuttle,11,12,2018,2,5,0,10
